P31946	ENSG00000166913.13
P52952	ENSG00000183072.10
A6NCS4	ENSG00000180053.8
O15522	ENSG00000136327.7
Q99801	ENSG00000167034.10
P78367	ENSG00000109705.8
P78426	ENSG00000163623.10
Q9C056	ENSG00000148826.9
A6NJ46	ENSG00000165066.13
Q9NVX2	ENSG00000073536.18
Q8N2Q7	ENSG00000169760.18
Q8NFZ4	ENSG00000169992.10
Q8NFZ4	ENSG00000283859.2
Q9NZ94	ENSG00000196338.15
Q8N0W4	ENSG00000146938.16
Q8NFZ3	ENSG00000165246.15
Q9UBE8	ENSG00000087095.13
Q7RTR2	ENSG00000167984.18
Q9NPP4	ENSG00000091106.19
Q86WI3	ENSG00000140853.17
Q9C000	ENSG00000091592.17
P59044	ENSG00000174885.13
Q7RTR0	ENSG00000185792.10
Q86UT6	ENSG00000160703.17
Q8NA29	ENSG00000168389.18
P28336	ENSG00000135577.5
P08949	ENSG00000197696.10
P08949	ENSG00000291631.1
Q8TCU5	ENSG00000198785.7
O60391	ENSG00000116032.5
Q96D46	ENSG00000169251.13
Q12879	ENSG00000183454.19
Q13224	ENSG00000273079.7
Q14957	ENSG00000161509.14
O15399	ENSG00000105464.4
Q05586	ENSG00000176884.17
Q9C002	ENSG00000166920.13
Q13287	ENSG00000123609.11
Q9HAN9	ENSG00000173614.14
Q9BZQ4	ENSG00000157064.11
Q96T66	ENSG00000163864.18
Q9HBL8	ENSG00000153406.14
Q9HBL8	ENSG00000274684.4
Q5H8A3	ENSG00000204640.1
P30419	ENSG00000136448.13
O60551	ENSG00000152465.18
Q9HB89	ENSG00000171596.7
Q9GZQ4	ENSG00000132911.5
P48645	ENSG00000109255.11
Q16517	ENSG00000053438.11
P40261	ENSG00000166741.9
Q8IW45	ENSG00000213995.12
Q8NCW5	ENSG00000163382.13
Q13423	ENSG00000112992.18
Q8NC60	ENSG00000084092.7
Q9ULX3	ENSG00000141101.13
O60393	ENSG00000106410.15
Q9Y3T9	ENSG00000188976.11
Q8WTT2	ENSG00000173145.11
Q9BVI4	ENSG00000184967.7
Q9BVI4	ENSG00000288146.1
Q9UK39	ENSG00000151014.6
Q9Y239	ENSG00000106100.11
Q9HC29	ENSG00000167207.15
Q96S42	ENSG00000156574.10
Q99784	ENSG00000130558.20
O95897	ENSG00000105088.9
Q96PB7	ENSG00000118733.17
Q13823	ENSG00000134697.13
Q13253	ENSG00000183691.6
Q9BSC4	ENSG00000115761.17
Q9H8H0	ENSG00000130935.10
Q9UGY1	ENSG00000273899.5
O60936	ENSG00000140939.15
Q96MY1	ENSG00000197183.15
O94818	ENSG00000101746.16
Q9H6R4	ENSG00000165271.17
Q76FK4	ENSG00000198000.12
Q76FK4	ENSG00000291347.1
Q5SY16	ENSG00000162408.11
Q14978	ENSG00000166197.17
Q5C9Z4	ENSG00000146909.8
Q15155	ENSG00000103512.16
Q15155	ENSG00000274779.4
Q5JPE7	ENSG00000185164.15
P69849	ENSG00000103226.19
P69849	ENSG00000278087.4
Q15233	ENSG00000147140.17
Q9NPE3	ENSG00000182117.7
Q9NPE3	ENSG00000291996.1
P78316	ENSG00000087269.16
Q9Y3C1	ENSG00000048162.22
P46087	ENSG00000111641.13
Q9NZM5	ENSG00000105373.19
O00567	ENSG00000101361.17
Q9Y2X3	ENSG00000055044.11
Q86U38	ENSG00000196943.14
Q86U38	ENSG00000285326.3
Q8N5I9	ENSG00000151131.11
P29475	ENSG00000089250.20
P35228	ENSG00000007171.19
P29474	ENSG00000164867.11
Q9Y314	ENSG00000142546.14
Q8IVI9	ENSG00000163072.16
P46531	ENSG00000148400.13
Q04721	ENSG00000134250.21
Q9UM47	ENSG00000074181.9
Q99466	ENSG00000204301.6
Q99466	ENSG00000238196.5
Q99466	ENSG00000223355.5
Q99466	ENSG00000234876.5
A8MTQ0	ENSG00000214513.4
Q6P988	ENSG00000185269.12
P51513	ENSG00000139910.20
Q9UNW9	ENSG00000104967.8
Q9Y5S8	ENSG00000007952.18
Q9HBY0	ENSG00000074771.4
Q9NPH5	ENSG00000086991.13
Q96PH1	ENSG00000255346.11
Q86UR1	ENSG00000188747.9
Q8NFA2	ENSG00000196408.12
Q8NFA2	ENSG00000291939.1
P55209	ENSG00000187109.15
Q9ULW6	ENSG00000186462.9
Q99457	ENSG00000186310.10
Q99733	ENSG00000205531.14
Q99733	ENSG00000273562.4
Q96NT1	ENSG00000177432.8
O60287	ENSG00000142207.7
Q9H841	ENSG00000104361.10
Q6P499	ENSG00000001461.18
Q9NZP6	ENSG00000185823.5
Q99742	ENSG00000130751.10
Q99743	ENSG00000170485.17
Q8IXF0	ENSG00000151322.20
Q8IUM7	ENSG00000174576.11
Q14207	ENSG00000149308.18
E5RHQ5	ENSG00000254206.6
F8W0I5	ENSG00000169203.18
A6NJU9	ENSG00000198064.15
A6NHN6	ENSG00000196436.9
P48145	ENSG00000288611.1
P48146	ENSG00000125522.4
P48146	ENSG00000277339.2
Q8NG41	ENSG00000183979.8
O15118	ENSG00000141458.13
P61916	ENSG00000119655.11
Q9UHC9	ENSG00000015520.15
Q9NQX5	ENSG00000107281.10
Q9GZQ6	ENSG00000148734.8
Q9Y5X5	ENSG00000056291.19
O15130	ENSG00000139574.9
O60500	ENSG00000161270.20
O15259	ENSG00000144061.14
Q7Z494	ENSG00000113971.21
O75161	ENSG00000131697.18
Q9UND3	ENSG00000183426.17
E9PIF3	ENSG00000254852.9
F8WFD2	ENSG00000224712.13
E9PKD4	ENSG00000183793.14
P0DXC3	ENSG00000183889.13
P0DXC3	ENSG00000273807.2
E9PJI5	ENSG00000214967.6
E9PJI5	ENSG00000277983.1
P0DM63	ENSG00000214940.9
A0A0B4J1W7	ENSG00000233024.7
A6NJ64	ENSG00000234719.9
Q92617	ENSG00000169246.17
A8MRT5	ENSG00000243716.13
E9PJ23	ENSG00000198156.11
O75200	ENSG00000233232.8
E9PQR5	ENSG00000255524.8
F8W1W9	ENSG00000196993.9
Q8TAT6	ENSG00000182446.15
Q9BXD5	ENSG00000135838.14
Q86SE8	ENSG00000158806.14
O75607	ENSG00000107833.11
P06748	ENSG00000181163.14
Q6UXI9	ENSG00000168743.13
Q8WTW4	ENSG00000114388.14
Q12980	ENSG00000103148.17
Q9UFN0	ENSG00000136783.10
Q9BS92	ENSG00000165028.12
Q6W5P4	ENSG00000187258.14
P0C0P6	ENSG00000214285.3
Q14916	ENSG00000124568.12
Q06495	ENSG00000131183.11
O95436	ENSG00000157765.13
Q8N130	ENSG00000198569.10
O00624	ENSG00000112337.11
O00476	ENSG00000124564.17
Q9Y639	ENSG00000156642.17
Q15818	ENSG00000171246.7
P47972	ENSG00000106236.4
O95502	ENSG00000221890.7
Q9HCQ7	ENSG00000105954.2
Q8N729	ENSG00000183971.10
Q8N729	ENSG00000291946.1
P25929	ENSG00000164128.7
P49146	ENSG00000185149.6
P0DQD5	ENSG00000264717.6
P0DQD5	ENSG00000288157.1
P50391	ENSG00000204174.8
Q15761	ENSG00000164129.12
P01303	ENSG00000122585.8
P15559	ENSG00000181019.13
P16083	ENSG00000124588.22
P51843	ENSG00000169297.8
Q15466	ENSG00000131910.5
P20393	ENSG00000126368.6
Q14995	ENSG00000174738.14
P55055	ENSG00000131408.15
Q13133	ENSG00000025434.19
Q96RI1	ENSG00000012504.15
O75469	ENSG00000144852.20
Q14994	ENSG00000143257.12
P13056	ENSG00000120798.17
P49116	ENSG00000177463.16
Q86WQ0	ENSG00000184162.15
Q9Y466	ENSG00000112333.12
Q9Y5X4	ENSG00000278570.5
P10588	ENSG00000160113.6
Q68D85	ENSG00000188211.9
P22736	ENSG00000123358.20
P43354	ENSG00000153234.16
Q92570	ENSG00000119508.18
O00482	ENSG00000116833.14
Q15406	ENSG00000148200.17
Q8N912	ENSG00000184601.11
Q8N912	ENSG00000274126.4
P49279	ENSG00000018280.18
P49281	ENSG00000110911.17
Q86VF7	ENSG00000197893.14
Q7Z6K4	ENSG00000198435.4
Q96F24	ENSG00000148572.16
Q9NSY0	ENSG00000185189.18
Q9UHY1	ENSG00000115216.14
Q92823	ENSG00000091129.22
O43847	ENSG00000078618.23
Q9H7Z3	ENSG00000119720.18
Q16612	ENSG00000134986.14
Q16656	ENSG00000106459.15
Q02297	ENSG00000157168.22
O14511	ENSG00000158458.21
P56975	ENSG00000185737.13
Q8WWG1	ENSG00000169752.17
P48552	ENSG00000180530.11
Q9BQI9	ENSG00000053702.15
Q9NQ35	ENSG00000175352.12
Q9NWW6	ENSG00000106733.21
Q9NPI5	ENSG00000077009.14
Q7Z2Y5	ENSG00000123572.17
P54845	ENSG00000129535.13
P54845	ENSG00000285493.3
Q8IXM6	ENSG00000137404.15
Q8IXM6	ENSG00000206484.10
Q8IXM6	ENSG00000234809.8
Q8IXM6	ENSG00000228854.8
Q8IXM6	ENSG00000236843.8
Q8IXM6	ENSG00000228867.8
Q8IXM6	ENSG00000235773.8
Q496H8	ENSG00000188038.8
Q9NPD7	ENSG00000124785.9
O14786	ENSG00000099250.18
O60462	ENSG00000118257.17
Q8IZ57	ENSG00000152954.12
Q9GZP1	ENSG00000125841.14
Q99748	ENSG00000171119.3
Q9ULB1	ENSG00000179915.25
P58400	ENSG00000179915.25
Q9P2S2	ENSG00000110076.21
P58401	ENSG00000110076.21
Q9Y4C0	ENSG00000021645.20
Q9HDB5	ENSG00000021645.20
Q9Y6Y0	ENSG00000116679.17
O95478	ENSG00000164346.10
Q96L73	ENSG00000165671.22
O96028	ENSG00000109685.19
Q9BZ95	ENSG00000147548.17
Q15738	ENSG00000147383.11
Q15738	ENSG00000292192.1
Q8WV22	ENSG00000169189.17
Q96MF7	ENSG00000156831.9
Q96MG7	ENSG00000185115.6
Q96MG7	ENSG00000282130.1
Q9NXX6	ENSG00000107672.15
Q9UNZ2	ENSG00000088833.18
P46459	ENSG00000073969.19
P46459	ENSG00000278174.3
P46459	ENSG00000276262.2
P42857	ENSG00000168824.15
Q9Y328	ENSG00000170091.11
Q96IY1	ENSG00000117697.15
Q9NY59	ENSG00000103056.12
Q9NXE4	ENSG00000136699.20
Q9NXE4	ENSG00000292130.1
O60906	ENSG00000135587.9
Q6X4W1	ENSG00000165802.23
Q9H0G5	ENSG00000126653.18
Q08J23	ENSG00000037474.15
Q9H649	ENSG00000178694.10
Q96CB9	ENSG00000117481.12
Q96P11	ENSG00000130305.17
Q8TEA1	ENSG00000241058.4
Q8NE18	ENSG00000179299.17
Q7Z3S9	ENSG00000264343.7
P0DPK3	ENSG00000286019.2
P0DPK4	ENSG00000286219.2
A0A096LNW5	ENSG00000286106.3
A0A096LNW5	ENSG00000291980.1
Q8TCD5	ENSG00000125458.7
Q5TFE4	ENSG00000178425.14
Q9H857	ENSG00000168268.11
Q86UY8	ENSG00000111696.12
Q86YG4	ENSG00000144130.12
Q9NPB1	ENSG00000205309.14
Q9GZY6	ENSG00000086730.17
Q96AB6	ENSG00000157045.9
Q96AB6	ENSG00000275779.4
Q96HA8	ENSG00000156795.8
Q12908	ENSG00000125255.7
Q96EP9	ENSG00000145248.7
Q5PT55	ENSG00000253598.3
Q0GE19	ENSG00000120519.16
Q14973	ENSG00000100652.5
P61970	ENSG00000102898.13
P20783	ENSG00000185652.12
P34130	ENSG00000225950.9
P78549	ENSG00000065057.9
Q9BV86	ENSG00000148335.15
Q5VVY1	ENSG00000203740.4
Q8IVF1	ENSG00000184923.12
A6NNL0	ENSG00000188199.11
Q5VT03	ENSG00000214562.15
B1AL46	ENSG00000228570.8
A1L443	ENSG00000130950.15
Q5VZR2	ENSG00000188152.13
Q9Y2I2	ENSG00000162631.20
Q96CW9	ENSG00000196358.12
Q9BSD7	ENSG00000135778.12
P30989	ENSG00000101188.5
O95665	ENSG00000169006.7
Q9P121	ENSG00000182667.15
P04629	ENSG00000198400.14
Q16620	ENSG00000148053.18
Q16288	ENSG00000140538.17
P57740	ENSG00000111581.10
Q8WUM0	ENSG00000069248.12
P49790	ENSG00000124789.12
O75694	ENSG00000113569.17
Q12769	ENSG00000030066.14
Q5SRE5	ENSG00000095319.14
P03886	ENSG00000198888.2
Q92621	ENSG00000155561.15
P35658	ENSG00000126883.19
P03891	ENSG00000198763.3
P03897	ENSG00000198840.2
P03901	ENSG00000212907.2
P03905	ENSG00000198886.2
P03915	ENSG00000198786.2
P03923	ENSG00000198695.2
Q9NRX3	ENSG00000185633.11
O60285	ENSG00000074590.14
Q9H093	ENSG00000163545.11
Q9Y5A7	ENSG00000013374.17
P53384	ENSG00000103274.11
Q9Y5Y2	ENSG00000095906.17
Q8TB37	ENSG00000151413.17
Q02818	ENSG00000104805.17
P80303	ENSG00000070081.18
Q14249	ENSG00000167136.7
Q9H1E3	ENSG00000069275.13
P19338	ENSG00000115053.17
Q8NFP7	ENSG00000122824.11
Q96G61	ENSG00000196368.5
Q9BQG2	ENSG00000112874.10
Q86X67	ENSG00000166321.14
O95848	ENSG00000183828.15
Q9NV35	ENSG00000136159.4
Q96DE0	ENSG00000198585.12
P0C025	ENSG00000186364.12
Q6ZVK8	ENSG00000275074.3
A8MXV4	ENSG00000213965.4
Q9BRQ3	ENSG00000149761.9
A0A024RBG1	ENSG00000177144.8
Q96RS6	ENSG00000120526.12
Q8WVJ2	ENSG00000170584.12
Q8IVD9	ENSG00000015676.18
Q9Y266	ENSG00000090273.14
O95989	ENSG00000272325.2
Q9NZJ9	ENSG00000173598.14
Q9UKK9	ENSG00000165609.14
P53370	ENSG00000170917.14
P0C024	ENSG00000140876.11
Q8WV74	ENSG00000167799.10
Q9BW91	ENSG00000170502.13
Q9BZD4	ENSG00000143228.13
Q9UHK0	ENSG00000083635.8
Q7Z417	ENSG00000108256.9
Q14980	ENSG00000137497.19
Q9Y6R0	ENSG00000105245.9
P49757	ENSG00000133961.22
Q8NFH5	ENSG00000163002.13
Q8NFH4	ENSG00000075188.9
O15504	ENSG00000136243.18
Q8NFH3	ENSG00000120253.14
Q9UKX7	ENSG00000093000.19
Q7Z3B4	ENSG00000138750.16
Q9BVL2	ENSG00000139496.18
P37198	ENSG00000213024.13
Q9BW27	ENSG00000125450.11
Q99567	ENSG00000108559.13
Q8N1F7	ENSG00000102900.13
P52948	ENSG00000110713.18
O60356	ENSG00000176046.9
A6NF83	ENSG00000185290.4
Q9BXS6	ENSG00000137804.14
Q86Y26	ENSG00000184507.17
O15381	ENSG00000143748.18
Q149M9	ENSG00000188039.17
Q9ULI1	ENSG00000174145.8
Q9UBU9	ENSG00000162231.14
Q9GZY0	ENSG00000269437.8
Q9GZY0	ENSG00000269405.7
Q9H4D5	ENSG00000147206.17
Q96CM4	ENSG00000171773.3
Q5VZ03	ENSG00000130045.17
Q5VZ03	ENSG00000291520.1
Q6DKJ4	ENSG00000167693.17
Q8IWE2	ENSG00000197712.12
Q8N323	ENSG00000095110.9
Q96DL1	ENSG00000204361.10
Q969Y0	ENSG00000144815.18
Q6UWF7	ENSG00000137634.10
P58417	ENSG00000122584.13
O95156	ENSG00000144227.5
O95157	ENSG00000182575.8
O95158	ENSG00000182379.10
Q6NXP6	ENSG00000165555.10
Q9UKK6	ENSG00000132661.4
Q9NPJ8	ENSG00000101888.12
Q6ZVC0	ENSG00000166924.9
Q9P242	ENSG00000144460.13
Q9P2P1	ENSG00000205978.6
Q9GZU5	ENSG00000188937.7
Q9H208	ENSG00000170790.6
P58181	ENSG00000273953.1
P58181	ENSG00000281680.2
P58181	ENSG00000170683.7
Q9H209	ENSG00000170782.3
Q9H207	ENSG00000166363.6
Q8NH74	ENSG00000276451.2
Q8NH74	ENSG00000280899.3
Q8NH74	ENSG00000279000.4
Q8NGE5	ENSG00000179919.3
Q8NGE0	ENSG00000172640.4
Q8NH19	ENSG00000174970.5
Q96KK4	ENSG00000229412.5
Q96KK4	ENSG00000204689.7
Q96KK4	ENSG00000224234.5
Q96KK4	ENSG00000206474.8
Q96KK4	ENSG00000230505.4
Q96KK4	ENSG00000232397.5
Q8NH80	ENSG00000197309.5
Q8NGC3	ENSG00000255582.1
Q8NGC4	ENSG00000169208.3
Q8NGN3	ENSG00000254737.3
Q8NH81	ENSG00000198674.3
Q8NGN6	ENSG00000182634.9
Q8NGN5	ENSG00000234560.5
Q8NGN4	ENSG00000236981.1
Q9Y4A9	ENSG00000186723.4
O60403	ENSG00000171942.5
O60404	ENSG00000171936.3
Q8NGA5	ENSG00000176231.2
Q8NGA6	ENSG00000172519.10
P30954	ENSG00000196184.10
P30954	ENSG00000291903.1
Q5JRS4	ENSG00000291901.1
P0C629	ENSG00000292247.1
Q8NHC4	ENSG00000184155.8
Q8NGX5	ENSG00000173285.5
Q6IF99	ENSG00000180708.6
Q8NGE3	ENSG00000175398.3
Q8NGQ4	ENSG00000180475.4
Q8NGX3	ENSG00000186306.1
Q8NGI7	ENSG00000172289.3
Q8NGF6	ENSG00000172772.3
Q8NGY0	ENSG00000279111.2
Q8NGY1	ENSG00000198967.5
Q9GZK7	ENSG00000204694.13
Q9GZK7	ENSG00000206472.11
Q9GZK7	ENSG00000206517.12
Q9GZK7	ENSG00000223898.8
Q9GZK7	ENSG00000234347.8
Q9GZK7	ENSG00000237258.8
Q9GZK7	ENSG00000230780.8
Q9GZK7	ENSG00000232289.8
Q8NGC7	ENSG00000176219.3
Q8NGC7	ENSG00000291779.1
Q8NGC8	ENSG00000291780.2
B2RN74	ENSG00000257115.2
Q8NGX0	ENSG00000197591.3
P0DN82	ENSG00000249103.2
P58182	ENSG00000204690.6
P58182	ENSG00000233481.4
P58182	ENSG00000235966.4
P58182	ENSG00000280236.3
Q9UGF7	ENSG00000204692.9
Q9UGF7	ENSG00000112462.8
Q9UGF7	ENSG00000224487.8
Q9UGF7	ENSG00000242022.8
Q8NGR1	ENSG00000256574.8
Q8NGR1	ENSG00000277495.4
Q8NGS9	ENSG00000276119.1
Q8NGS5	ENSG00000148136.5
Q8NGS8	ENSG00000277556.1
Q8NGS7	ENSG00000186943.1
Q8NGT0	ENSG00000136839.1
Q8NGS4	ENSG00000186881.3
Q8NGZ3	ENSG00000197437.5
Q8NG92	ENSG00000171054.9
Q8NGT2	ENSG00000168828.6
Q96R54	ENSG00000241128.3
Q8NHC5	ENSG00000196772.5
Q8NHC7	ENSG00000177174.1
A6ND48	ENSG00000189181.6
Q9UGF5	ENSG00000112459.5
Q9UGF5	ENSG00000204695.4
Q9UGF5	ENSG00000236927.4
Q9UGF5	ENSG00000234195.4
Q9UGF5	ENSG00000225291.4
Q9UGF5	ENSG00000234100.4
Q9UGF5	ENSG00000237777.4
Q8NGZ2	ENSG00000153230.4
Q8NHC6	ENSG00000198452.8
Q8NGT7	ENSG00000221858.3
Q8NGT7	ENSG00000284949.2
Q96R47	ENSG00000221938.5
A4D2G3	ENSG00000221933.3
Q8NHA4	ENSG00000244623.2
Q9H205	ENSG00000279486.6
A6NM03	ENSG00000188124.4
Q8NGZ0	ENSG00000177275.4
Q8NGE2	ENSG00000179615.3
A6NND4	ENSG00000171561.4
Q8NGZ9	ENSG00000184022.4
Q8NGZ9	ENSG00000292303.1
Q8NH01	ENSG00000279301.5
Q8NG77	ENSG00000177201.3
Q8NH04	ENSG00000187701.5
Q8NH02	ENSG00000182783.6
Q8NG76	ENSG00000177212.4
Q8NGX1	ENSG00000183310.3
Q8NGX2	ENSG00000177151.5
Q8NH70	ENSG00000181961.5
Q6IF82	ENSG00000237388.3
A6NHA9	ENSG00000185926.1
Q8NGB8	ENSG00000182854.8
Q8NGA8	ENSG00000176695.8
O95013	ENSG00000176269.4
Q8NGJ7	ENSG00000205496.1
Q8NGJ6	ENSG00000205497.5
Q8NH64	ENSG00000176895.9
Q9Y5P1	ENSG00000279012.2
Q9Y5P0	ENSG00000183251.4
Q9H339	ENSG00000167355.8
Q9H340	ENSG00000176239.7
A0A3B3IT45	ENSG00000197674.8
Q8NGF3	ENSG00000197428.3
Q8TCB6	ENSG00000180785.10
Q9H255	ENSG00000167332.9
A6NGY5	ENSG00000280021.3
Q8NH61	ENSG00000176925.8
Q8NGK1	ENSG00000278870.2
Q8NGK0	ENSG00000176893.6
Q9H343	ENSG00000167359.8
Q9H344	ENSG00000187918.6
Q8NGJ5	ENSG00000176798.3
Q9H341	ENSG00000184698.5
Q8NH59	ENSG00000167360.6
Q8NGJ8	ENSG00000176922.5
Q8NGJ9	ENSG00000176900.2
Q9UKL2	ENSG00000182070.7
Q9H2C5	ENSG00000171944.2
Q96RD2	ENSG00000255307.2
Q8NGK2	ENSG00000221996.6
Q8NGF0	ENSG00000187747.2
Q9H346	ENSG00000181609.5
Q8NGJ4	ENSG00000176787.2
Q8NGJ4	ENSG00000291909.1
Q8NGH9	ENSG00000180974.5
Q8NH55	ENSG00000277932.2
Q96RD3	ENSG00000205409.3
Q6IFG1	ENSG00000183269.6
Q8NGJ2	ENSG00000181616.10
Q8NGK6	ENSG00000232268.8
Q8NH60	ENSG00000205495.1
Q8NH60	ENSG00000291908.1
Q8NGK4	ENSG00000196778.4
Q8NGK3	ENSG00000181963.5
Q8NGH7	ENSG00000183313.4
Q8NGK5	ENSG00000197790.1
Q8NH53	ENSG00000181001.3
Q8NGI0	ENSG00000180988.3
Q8NGI2	ENSG00000181074.5
Q8NH56	ENSG00000181009.5
Q8NGF1	ENSG00000279270.2
Q6IF63	ENSG00000175485.3
Q8NH54	ENSG00000184478.8
Q8NGH8	ENSG00000183389.5
P0C7T3	ENSG00000188691.6
Q8NGI3	ENSG00000181023.8
Q8NH76	ENSG00000180919.3
Q9NZP5	ENSG00000196578.4
Q8NH90	ENSG00000181273.3
Q8NGI8	ENSG00000176495.3
Q8NGF4	ENSG00000172464.4
Q8NGP9	ENSG00000172459.5
Q8N127	ENSG00000181785.3
Q8NGC0	ENSG00000169327.5
A6NL26	ENSG00000198283.3
A0A2R8YED5	ENSG00000198678.5
A6NHG9	ENSG00000236032.3
A6NDH6	ENSG00000233412.6
A6NJZ3	ENSG00000205328.3
A6NDL8	ENSG00000205327.3
A6NIJ9	ENSG00000184954.4
A6NCV1	ENSG00000197706.5
A6NL08	ENSG00000187857.5
A6NM76	ENSG00000185821.3
Q6IFN5	ENSG00000237521.4
Q86UD1	ENSG00000184232.9
Q9Y530	ENSG00000124596.17
P00973	ENSG00000089127.15
P29728	ENSG00000111335.14
Q9Y6K5	ENSG00000111331.14
Q15646	ENSG00000135114.14
P04181	ENSG00000065154.12
P54368	ENSG00000104904.13
O95190	ENSG00000180304.14
Q9UMX2	ENSG00000143450.19
Q16633	ENSG00000110777.12
Q5W0B1	ENSG00000152193.8
Q9NY56	ENSG00000122136.14
Q9NPH6	ENSG00000171102.16
Q9NPH6	ENSG00000280584.3
O15243	ENSG00000213625.9
Q5VST9	ENSG00000154358.23
O75147	ENSG00000124006.15
Q02509	ENSG00000253117.5
Q9NX40	ENSG00000109180.15
Q56VL3	ENSG00000145247.12
Q8IXP5	ENSG00000150750.9
A8K830	ENSG00000214290.9
Q8TAD7	ENSG00000235162.9
Q9H607	ENSG00000099330.9
Q16625	ENSG00000197822.12
P0CE71	ENSG00000135175.6
Q01968	ENSG00000122126.18
Q9BR26	ENSG00000149635.3
Q9UKG9	ENSG00000005469.12
Q96M63	ENSG00000105479.16
Q5T2S8	ENSG00000169126.16
A5D8V7	ENSG00000198003.12
Q96NG3	ENSG00000204815.10
A1E959	ENSG00000109205.17
Q17RF5	ENSG00000174792.11
P11182	ENSG00000137992.15
P12694	ENSG00000248098.12
P21953	ENSG00000083123.15
Q9BQT8	ENSG00000183032.12
Q9ULJ1	ENSG00000122417.16
Q14990	ENSG00000155087.4
Q5BJF6	ENSG00000136811.17
Q2M2E3	ENSG00000184650.11
Q02218	ENSG00000105953.16
P36957	ENSG00000119689.15
P10515	ENSG00000150768.18
P29803	ENSG00000163114.6
P08559	ENSG00000131828.14
P11177	ENSG00000168291.13
O00330	ENSG00000110435.13
Q5SWX8	ENSG00000157181.16
O75665	ENSG00000046651.16
Q9H488	ENSG00000101346.15
Q9Y2G5	ENSG00000186866.17
O60502	ENSG00000198408.14
Q9ULD0	ENSG00000197444.10
Q8N543	ENSG00000087263.17
Q6N063	ENSG00000111325.16
Q6PK18	ENSG00000181396.13
Q9NZT2	ENSG00000060491.17
O15527	ENSG00000114026.22
Q15743	ENSG00000119714.11
Q5TC84	ENSG00000119900.9
O15294	ENSG00000147162.15
Q8WWZ8	ENSG00000138315.13
Q9NTK5	ENSG00000138430.16
Q6UWY5	ENSG00000183801.8
Q9NRN5	ENSG00000116774.12
Q6UX06	ENSG00000102837.7
Q8TAK6	ENSG00000184221.13
Q13516	ENSG00000205927.5
Q7RTU3	ENSG00000177468.7
Q68BL7	ENSG00000185585.20
Q68BL8	ENSG00000162745.11
P78380	ENSG00000173391.9
Q96E52	ENSG00000162600.12
Q99983	ENSG00000127083.8
Q99983	ENSG00000291355.1
P23515	ENSG00000126861.5
P23515	ENSG00000291720.1
P47874	ENSG00000254550.1
P13725	ENSG00000099985.4
P0CE72	ENSG00000122543.11
O95948	ENSG00000119547.6
O60422	ENSG00000205922.5
A6NGQ2	ENSG00000203907.10
Q86WS3	ENSG00000149507.7
Q86WS3	ENSG00000285422.2
A0A2R8YFM6	ENSG00000285231.2
O60313	ENSG00000198836.11
Q9H6K4	ENSG00000125741.6
Q96PE5	ENSG00000197430.11
Q14982	ENSG00000183715.15
O60890	ENSG00000079482.14
O14841	ENSG00000178814.17
Q9H1Y3	ENSG00000054277.14
Q9UHM6	ENSG00000122375.13
Q6U736	ENSG00000124818.16
P41143	ENSG00000116329.12
P41145	ENSG00000082556.14
P35372	ENSG00000112038.18
P41146	ENSG00000125510.18
P03999	ENSG00000128617.3
P08100	ENSG00000163914.5
P0DN77	ENSG00000166160.9
P0DN78	ENSG00000269433.4
P04001	ENSG00000268221.6
P04000	ENSG00000102076.10
O14718	ENSG00000180245.7
Q96CV9	ENSG00000123240.17
Q9UBM4	ENSG00000188770.11
Q9P1Q5	ENSG00000172146.4
Q9Y585	ENSG00000172150.4
Q8NGR6	ENSG00000280094.3
Q15619	ENSG00000221888.4
P34982	ENSG00000184166.3
P58170	ENSG00000262628.1
P30953	ENSG00000180016.2
P47887	ENSG00000127780.3
O43749	ENSG00000168124.3
P47890	ENSG00000183024.4
O60431	ENSG00000094661.3
Q8NGS3	ENSG00000136834.3
Q8NGS2	ENSG00000197233.7
Q8NGS1	ENSG00000239590.1
Q8NGR3	ENSG00000165204.3
Q8NH94	ENSG00000173679.2
Q8NH93	ENSG00000171481.5
Q8NGR5	ENSG00000136939.1
Q8NGR2	ENSG00000171459.4
Q8NGR8	ENSG00000171496.5
Q8NGA1	ENSG00000170929.6
Q8NGS0	ENSG00000171505.6
Q8NGR9	ENSG00000171501.11
Q15612	ENSG00000165202.3
Q8NGT9	ENSG00000221970.4
Q8NGT9	ENSG00000212807.3
Q6IF42	ENSG00000221989.3
O95047	ENSG00000180658.4
Q96R48	ENSG00000221836.4
Q96R48	ENSG00000284896.2
Q96R45	ENSG00000243896.4
Q96R45	ENSG00000284749.2
Q9GZK3	ENSG00000168131.4
O76000	ENSG00000204703.5
O76000	ENSG00000206524.3
O76000	ENSG00000226832.3
O76000	ENSG00000231319.3
O76000	ENSG00000233054.3
O76000	ENSG00000233180.3
O76000	ENSG00000233687.3
O76000	ENSG00000225736.3
P58173	ENSG00000124657.1
Q5JQS5	ENSG00000177535.10
O95371	ENSG00000168158.4
Q8N628	ENSG00000196242.10
Q9H210	ENSG00000166368.3
Q8NGH3	ENSG00000178358.5
Q13607	ENSG00000213215.5
Q13607	ENSG00000284866.1
O95006	ENSG00000221910.3
O95006	ENSG00000284965.1
Q8NGZ5	ENSG00000177489.1
Q8NGZ4	ENSG00000177476.3
Q5TZ20	ENSG00000188558.7
Q5TZ20	ENSG00000292302.1
Q9GZK4	ENSG00000204688.10
